,food,Saturated Fats,Nutrition Density,Protein,Dietary Fiber,Caloric Value,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Rasio Lemak Jenuh ke Protein,Rasio Lemak Jenuh ke Serat,Fat Category
1167,lamb foreshank cooked,8.3,94.7,42.0,0.0,360,8.4,1.4,0.0,0.19761904761904764,,Normal Fat
1168,ham salad,2.3,19.6,3.9,0.0,97,3.2,1.2,4.8,0.5897435897435898,,Normal Fat
1169,lamb rib raw,68.8,296.2,65.9,0.0,1687,64.1,12.2,0.0,1.0440060698027314,,High Fat
1170,lamb shoulder raw,42.1,251.9,75.2,0.0,1198,39.9,7.8,0.0,0.5598404255319149,,High Fat
1171,lamb meat raw,36.6,225.9,79.6,0.0,1102,34.7,6.7,0.0,0.4597989949748744,,High Fat
1172,lamb shoulder cooked,22.5,175.7,62.5,0.0,750,21.9,4.4,0.0,0.36,,High Fat
1173,mutton cooked,1.5,16.744,9.5,0.0,66,1.3,0.2,0.027,0.15789473684210525,,Normal Fat
1174,lamb leg cooked,18.3,145.8,67.7,0.0,684,18.4,3.1,0.0,0.27031019202363366,,High Fat
1175,beef stick,4.2,31.0,4.3,0.0,110,4.1,0.9,1.1,0.9767441860465117,,Normal Fat
1176,veal sirloin cooked,10.6,128.4,64.1,0.0,517,10.6,1.8,0.0,0.1653666146645866,,High Fat
1177,veal rib cooked,8.8,121.0,57.4,0.0,444,8.2,1.7,0.0,0.15331010452961674,,Normal Fat
1178,veal meat cooked,8.9,135.1,62.9,0.0,483,9.2,1.7,0.0,0.1414944356120827,,Normal Fat
1179,beef rib roasted,7.7,42.8,15.4,0.0,238,8.2,0.7,0.0,0.5,,Normal Fat
1180,veal sirloin raw,15.2,175.3,86.5,0.0,689,13.8,2.3,0.0,0.17572254335260115,,High Fat
1181,beef top loin filet grilled,6.5,58.507,37.0,0.0,323,8.6,0.6,0.8,0.17567567567567569,,Normal Fat
1182,beef under blade steak cooked,17.9,191.483,140.8,0.0,983,22.6,2.3,0.0,0.1271306818181818,,High Fat
1183,mock tender steak raw,3.6,77.128,42.2,0.0,244,4.3,0.7,0.0,0.08530805687203791,,Normal Fat
1184,ground beef cooked,10.0,62.697,35.5,0.0,375,12.0,0.7,0.0,0.28169014084507044,,Normal Fat
1185,ground beef raw,51.2,317.5,65.1,0.0,1506,59.7,3.2,0.0,0.7864823348694318,,High Fat
1186,beef diced asda,0.3,11.2,0.0,0.0,48,0.0,0.0,10.5,inf,,Normal Fat
1187,veal rib raw,16.8,189.3,85.5,0.0,735,15.6,2.9,0.0,0.19649122807017544,,High Fat
1188,ground veal raw,0.8,11.8,5.5,0.0,41,0.7,0.1,0.0,0.14545454545454548,,Normal Fat
1189,t bone steak cooked,30.3,170.6,89.3,0.0,1049,33.3,3.3,0.0,0.3393057110862262,,High Fat
1190,veal leg round raw,5.4,135.5,95.2,0.0,531,5.1,1.1,0.0,0.05672268907563025,,Normal Fat
1191,beef top sirloin steak raw,31.2,355.6,123.4,0.0,1222,33.1,2.9,0.0,0.25283630470016205,,High Fat
1192,beef plate steak grilled,12.9,85.652,47.1,0.0,508,14.3,2.0,0.0,0.27388535031847133,,High Fat
1193,ground veal cooked,9.1,149.3,72.9,0.0,514,8.5,1.6,0.0,0.12482853223593963,,Normal Fat
1194,veal leg round cooked,6.9,141.0,98.4,0.0,574,6.4,1.3,0.0,0.07012195121951219,,Normal Fat
1195,porterhouse steak raw,36.4,208.7,81.6,0.0,1170,40.6,3.4,0.0,0.44607843137254904,,High Fat
1196,veal shank raw,4.8,196.8,86.9,0.0,513,5.7,1.6,0.0,0.05523590333716916,,Normal Fat
1197,veal breast cooked,18.5,151.5,76.3,0.0,753,22.7,3.2,0.0,0.24246395806028834,,High Fat
1198,corned beef canned,1.3,11.7,5.7,0.0,53,1.3,0.1,0.0,0.22807017543859648,,Normal Fat
1199,rib eye steak grilled,21.2,146.262,62.4,0.0,680,23.0,2.2,0.0,0.33974358974358976,,High Fat
1200,veal shoulder raw,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,Normal Fat
1201,t bone steak raw,30.4,198.7,85.7,0.0,1052,33.9,2.8,0.0,0.3547257876312718,,High Fat
1202,sirloin steak,5.2,65.5,49.5,0.0,324,6.1,1.1,0.0,0.10505050505050506,,Normal Fat
1203,mock tender steak cooked,1.5,36.2,21.9,0.0,137,2.3,0.3,0.0,0.06849315068493152,,Normal Fat
1204,beef round steak cooked,4.3,96.5,64.8,0.0,385,5.1,0.5,0.0,0.06635802469135803,,Normal Fat
1205,chuck blade roast raw,35.5,220.5,77.8,0.0,1125,38.6,3.2,0.0,0.45629820051413883,,High Fat
1206,beef shoulder steak raw,7.5,100.218,48.2,0.0,349,9.0,1.8,0.0,0.15560165975103735,,Normal Fat
1207,beef top blade cooked,3.3,40.2,21.9,0.0,184,4.6,0.4,0.0,0.1506849315068493,,Normal Fat
1208,corned beef cooked,1.3,9.905,3.8,0.0,53,1.9,0.1,0.006,0.34210526315789475,,Normal Fat
1209,beef round steak raw,14.2,239.8,100.1,0.0,753,15.5,1.4,0.0,0.14185814185814186,,High Fat
1210,beef shoulder steak grilled,2.5,42.589,24.0,0.0,155,3.0,0.6,0.0,0.10416666666666667,,Normal Fat
1211,chuck eye steak raw,26.7,197.159,72.4,0.0,856,29.7,4.5,0.0,0.3687845303867403,,High Fat
1212,beef bottom round steak cooked,12.1,235.7,155.8,0.0,980,14.7,1.5,0.0,0.07766367137355583,,High Fat
1213,porterhouse steak cooked,6.2,45.3,20.4,0.0,235,7.4,0.6,0.0,0.303921568627451,,Normal Fat
1214,beef under blade steak raw,32.6,283.198,126.8,0.0,1235,37.4,5.9,0.0,0.25709779179810727,,High Fat
1215,beef plate steak raw,19.0,120.656,47.8,0.0,617,20.6,2.3,0.9,0.397489539748954,,High Fat
1216,beef meat canned,3.9,22.6,9.2,0.0,111,3.6,0.4,0.0,0.4239130434782609,,Normal Fat
1217,beef breakfast strips raw,3.6,18.4,2.8,0.0,92,4.2,0.5,0.2,1.2857142857142858,,Normal Fat
1218,beef brisket cooked,16.8,106.5,46.0,0.0,589,19.4,1.5,0.0,0.3652173913043478,,High Fat
1219,corned beef raw,21.5,296.8,66.6,0.0,898,32.6,2.4,0.6,0.3228228228228229,,High Fat
1220,beef mince meat asda,1.3,9.9,0.0,0.0,55,0.0,0.0,6.8,inf,,Normal Fat
1221,pastrami beef fat free,0.0,6.6,1.9,0.0,9,0.036,0.099,0.1,0.0,,Normal Fat
1222,rib eye steak raw,24.0,149.722,62.8,0.0,743,25.7,2.6,0.4,0.3821656050955414,,High Fat
1223,beef tenderloin steak cooked,9.4,90.0,37.0,0.0,374,10.0,0.9,0.0,0.25405405405405407,,Normal Fat
1224,chuck blade roast cooked,24.7,167.9,66.1,0.0,842,26.8,2.2,0.0,0.3736762481089259,,High Fat
1225,cured beef dried,0.086,1.333,0.9,0.0,4,0.088,0.007,0.06,0.09555555555555555,,Normal Fat
1226,beef flank steak cooked,7.2,106.5,51.8,0.0,380,7.1,0.7,0.0,0.138996138996139,,Normal Fat
1227,chuck eye steak grilled,26.7,142.79,76.9,0.0,853,29.1,4.4,0.0,0.3472041612483745,,High Fat
1228,veal meat raw,12.7,190.3,87.8,0.0,653,11.7,2.2,0.0,0.14464692482915717,,High Fat
1229,veal loin cooked,1.9,21.6,8.5,0.0,80,1.9,0.3,0.0,0.22352941176470587,,Normal Fat
1230,veal loin raw,1.1,12.6,5.3,0.0,46,1.0,0.2,0.0,0.2075471698113208,,Normal Fat
1231,veal shoulder cooked,7.2,150.2,61.2,0.0,435,7.4,1.4,0.0,0.11764705882352941,,Normal Fat
1232,beef tenderloin steak raw,12.0,102.0,32.2,0.0,405,12.7,1.1,0.0,0.37267080745341613,,High Fat
1233,veal shank cooked,4.0,139.6,61.2,0.0,371,4.5,1.0,0.0,0.06535947712418301,,Normal Fat
1234,beef brisket raw,34.2,205.0,83.6,0.0,1139,38.6,3.0,0.0,0.40909090909090917,,High Fat
1235,pastrami beef,1.9,28.8,15.5,0.0,104,1.5,0.1,0.3,0.12258064516129032,,Normal Fat
1236,beef flank steak raw,1.0,16.3,6.0,0.0,47,1.0,0.038,0.0,0.16666666666666666,,Normal Fat
1237,beef top sirloin steak cooked,9.9,111.4,47.7,0.0,430,10.5,1.0,0.0,0.20754716981132074,,Normal Fat
1238,veal breast raw,26.7,180.3,79.2,0.0,943,32.5,4.3,0.0,0.3371212121212121,,High Fat
1239,beef rib raw,51.2,241.7,73.8,0.0,1433,53.0,4.5,0.0,0.6937669376693768,,High Fat
1240,beef jerky,2.2,19.4,6.6,0.4,82,2.3,0.2,2.2,0.33333333333333337,5.5,Normal Fat
1241,beef breakfast strips cooked,1.6,9.0,3.5,0.0,51,1.9,0.2,0.2,0.4571428571428572,,Normal Fat
1242,pork olive loaf,1.6,41.265,3.3,0.0,66,2.2,0.5,2.6,0.4848484848484849,,Normal Fat
1243,beef luncheon meat jellied,0.4,10.0,5.3,0.0,31,0.4,0.034,0.0,0.07547169811320756,,Normal Fat
1244,turkey pastrami,0.5,13.579,4.6,0.062,38,0.6,0.5,0.5,0.10869565217391305,8.064516129032258,Normal Fat
1245,pork salami,1.2,7.3,2.3,0.0,41,1.6,0.4,0.2,0.5217391304347826,,Normal Fat
1246,canadian style bacon raw,0.6,10.9,5.9,0.0,45,0.9,0.2,0.5,0.10169491525423728,,Normal Fat
1247,honey loaf,1.3,47.5,9.9,0.0,85,1.7,0.3,2.6,0.13131313131313133,,Normal Fat
1248,pork beef salami,1.1,5.334,2.1,0.0,37,1.4,0.5,0.076,0.5238095238095238,,Normal Fat
1249,beef pork bologna,2.8,39.702,4.6,0.0,92,3.2,0.3,1.6,0.6086956521739131,,Normal Fat
1250,pork beef salami cooked,1.1,8.2,2.7,0.0,41,1.4,0.3,0.3,0.40740740740740744,,Normal Fat
1251,pork breakfast strips raw,2.9,19.4,2.7,0.0,88,3.8,1.3,0.2,1.074074074074074,,Normal Fat
1252,pickle pimiento loaf,2.0,59.105,4.3,0.6,86,2.7,1.1,3.2,0.46511627906976744,3.3333333333333335,Normal Fat
1253,luxury loaf,0.4,18.3,5.2,0.0,39,0.7,0.1,1.4,0.07692307692307693,,Normal Fat
1254,mortadella,1.4,9.7,2.5,0.0,47,1.7,0.5,0.5,0.5599999999999999,,Normal Fat
1255,pork bologna,1.9,13.4,4.3,0.0,69,2.7,0.6,0.2,0.4418604651162791,,Normal Fat
1256,turkey salami cooked,0.1,3.796,1.0,0.054,9,0.2,0.1,0.081,0.1,1.851851851851852,Normal Fat
1257,pepperoni beef,0.3,1.902,0.5,0.0,10,0.3,0.053,0.0,0.6,,Normal Fat
1258,peppered loaf,0.6,23.7,4.9,0.0,42,0.9,0.1,1.3,0.12244897959183672,,Normal Fat
1259,luncheon meat beef,0.1,3.3,1.8,0.0,10,0.1,0.013,0.0,0.05555555555555556,,Normal Fat
1260,lebanon bologna,1.6,30.243,10.8,0.0,98,2.5,0.1,0.3,0.14814814814814814,,Normal Fat
1261,chicken pork bologna,2.8,71.678,2.9,0.0,94,3.7,1.2,1.2,0.9655172413793103,,Normal Fat
1262,turkey roll,0.6,16.4,4.9,0.0,40,0.6,0.5,0.6,0.12244897959183672,,Normal Fat
1263,beef salami cooked,2.6,11.8,3.3,0.0,68,2.8,0.3,0.5,0.787878787878788,,Normal Fat
1264,yachtwurst cooked,4.4,33.0,8.3,0.0,150,0.0,0.0,0.8,0.5301204819277109,,Normal Fat
1265,italian salami,1.3,7.2,2.2,0.0,43,1.8,0.4,0.1,0.5909090909090908,,Normal Fat
1266,turkey ham,0.1,9.2,5.5,0.0,38,0.2,0.3,0.3,0.018181818181818184,,Normal Fat
1267,turkey bologna,1.2,48.096,3.2,0.1,59,1.9,1.1,1.3,0.37499999999999994,11.999999999999998,Normal Fat
1268,sliced turkey breast,0.1,3.572,2.4,0.0,17,0.2,0.2,0.4,0.04166666666666667,,Normal Fat
1269,luncheon meat pork beef,3.2,15.9,3.5,0.0,99,4.2,1.0,0.7,0.9142857142857144,,Normal Fat
1270,beef bologna,3.1,12.962,3.3,0.0,90,3.7,0.4,1.3,0.9393939393939394,,Normal Fat
1271,turkey bacon cooked,6.8,58.8,24.3,0.0,313,8.9,5.6,2.5,0.27983539094650206,,Normal Fat
1272,ground emu cooked,1.4,37.595,31.0,0.0,178,2.1,0.7,0.0,0.04516129032258064,,Normal Fat
1273,ostrich leg raw,0.5,26.8,19.0,0.0,94,0.5,0.3,0.0,0.02631578947368421,,Normal Fat
1274,ostrich strip raw,0.8,30.4,20.1,0.0,108,1.0,0.5,0.0,0.03980099502487562,,Normal Fat
1275,emu fillet cooked,2.3,173.9,123.2,0.0,607,3.6,1.3,0.0,0.018668831168831168,,Normal Fat
1276,ostrich tenderloin raw,1.0,30.7,18.8,0.0,105,1.0,0.6,0.0,0.05319148936170213,,Normal Fat
1277,emu drums cooked,2.7,198.375,134.7,0.0,649,3.6,1.7,0.0,0.0200445434298441,,Normal Fat
1278,green turtle raw,0.015,39.567,5.6,0.0,25,0.093,0.074,0.0,0.0026785714285714286,,Normal Fat
1279,ground bison cooked,8.7,128.2,63.6,0.0,448,8.2,1.0,0.0,0.13679245283018868,,Normal Fat
1280,goat meat raw,3.2,175.7,93.4,0.0,494,4.7,0.8,0.0,0.034261241970021415,,Normal Fat
1281,ground emu raw,1.2,44.2,26.6,0.0,157,1.9,0.7,0.0,0.045112781954887216,,Normal Fat
1282,ground ostrich raw,2.4,42.3,22.0,0.0,180,2.9,1.0,0.0,0.10909090909090909,,Normal Fat
1283,ostrich tip cooked,0.9,33.9,24.2,0.0,123,0.8,0.4,0.0,0.0371900826446281,,Normal Fat
1284,caribou cooked,2.5,57.4,38.0,0.0,210,2.0,1.0,0.0,0.06578947368421052,,Normal Fat
1285,ground ostrich cooked,1.7,31.712,24.3,0.0,163,2.0,0.7,0.0,0.06995884773662552,,Normal Fat
1286,ostrich leg cooked,0.6,34.1,24.7,0.0,120,0.6,0.3,0.0,0.024291497975708502,,Normal Fat
1287,ostrich top loin cooked,1.1,27.982,23.9,0.0,132,1.1,0.3,0.0,0.04602510460251047,,Normal Fat
1288,ostrich strip cooked,1.5,37.0,25.0,0.0,139,1.5,0.6,0.0,0.06,,Normal Fat
1289,ostrich tip raw,0.7,27.3,18.6,0.0,97,0.7,0.4,0.0,0.03763440860215053,,Normal Fat
1290,ostrich round raw,0.7,28.0,18.7,0.0,99,0.7,0.4,0.0,0.0374331550802139,,Normal Fat
1291,ground bison raw,2.5,35.102,17.2,0.0,124,2.3,0.3,0.099,0.14534883720930233,,Normal Fat
1292,ostrich fan raw,0.8,29.6,18.5,0.0,99,0.8,0.4,0.0,0.043243243243243246,,Normal Fat
1293,ostrich top loin raw,1.0,28.7,18.4,0.0,101,0.9,0.5,0.0,0.05434782608695653,,Normal Fat
1294,veal brain cooked,7.4,175.5,38.9,0.0,461,5.9,5.1,0.0,0.19023136246786634,,Normal Fat
1295,veal tongue cooked,11.1,135.3,65.9,0.0,515,11.8,1.0,0.0,0.1684370257966616,,High Fat
1296,beef heart cooked,0.4,9.714,8.1,0.0,47,0.3,0.3,0.057,0.04938271604938272,,Normal Fat
1297,turkey liver cooked,1.2,47.3,14.3,0.0,100,0.6,1.1,0.0,0.0839160839160839,,Normal Fat
1298,veal thymus cooked,0.3,20.0,6.4,0.0,35,0.3,0.066,0.0,0.04687499999999999,,Normal Fat
1299,beef brain cooked,13.1,150.7,44.1,0.0,688,14.0,8.1,0.0,0.2970521541950113,,High Fat
1300,beef pancreas cooked,13.1,184.8,60.2,0.0,602,13.2,7.1,0.0,0.2176079734219269,,High Fat
1301,beef tripe cooked,1.2,84.6,10.0,0.0,80,1.4,0.2,1.7,0.12,,Normal Fat
1302,chicken gizzard cooked,1.0,77.3,44.1,0.0,223,0.8,0.5,0.0,0.022675736961451247,,Normal Fat
1303,pork pancreas cooked,9.1,156.1,69.8,0.0,537,9.2,5.0,0.0,0.1303724928366762,,Normal Fat
1304,beef tongue cooked,2.3,14.3,5.5,0.0,80,2.9,0.2,0.0,0.41818181818181815,,Normal Fat
1305,lamb heart cooked,6.0,117.1,47.7,0.0,353,4.2,1.5,3.7,0.12578616352201258,,Normal Fat
1306,beef spleen cooked,4.3,403.3,77.3,0.0,447,3.4,1.0,0.0,0.055627425614489,,Normal Fat
1307,veal kidneys cooked,3.2,132.9,48.4,0.0,300,2.3,2.1,0.0,0.06611570247933884,,Normal Fat
1308,chicken heart cooked,3.3,93.286,38.3,0.0,268,2.9,3.3,0.1,0.08616187989556136,,Normal Fat
1309,lamb tongue cooked,20.0,156.8,55.0,0.0,701,25.5,3.2,0.0,0.36363636363636365,,High Fat
1310,veal heart cooked,3.6,115.6,57.7,0.0,368,2.8,3.5,0.3,0.06239168110918544,,Normal Fat
1311,chicken liver cooked,0.9,15.238,11.3,0.0,76,0.6,0.6,0.5,0.07964601769911504,,Normal Fat
1312,lamb pancreas cooked,15.8,166.4,52.7,0.0,541,12.6,1.7,0.0,0.2998102466793169,,High Fat
1313,veal spleen cooked,3.3,280.7,83.1,0.0,445,2.7,0.7,0.0,0.039711191335740074,,Normal Fat
1314,lamb liver cooked,11.5,234.1,102.7,0.0,739,6.2,4.4,8.5,0.11197663096397273,,High Fat
1315,turkey gizzard cooked,0.5,26.231,11.9,0.0,70,0.4,0.3,0.0,0.04201680672268907,,Normal Fat
1316,lamp spleen cooked,4.7,321.4,78.1,0.0,460,3.7,1.0,0.0,0.06017925736235596,,Normal Fat
1317,turkey heart cooked,0.4,12.759,5.0,0.0,35,0.3,0.4,0.0,0.08,,Normal Fat
1318,beef liver cooked,1.2,37.539,19.8,0.0,130,0.4,0.4,3.5,0.0606060606060606,,Normal Fat
1319,lamb lungs cooked,4.0,257.4,75.7,0.0,431,3.0,1.6,0.0,0.05284015852047556,,Normal Fat
1320,pork brain cooked,8.2,177.6,46.4,0.0,527,6.6,5.6,0.0,0.17672413793103448,,Normal Fat
1321,goose liver,1.5,107.4,15.4,0.0,125,0.8,0.2,5.9,0.09740259740259741,,Normal Fat
1322,pork kidneys cooked,2.1,82.7,35.6,0.0,211,2.2,0.5,0.0,0.05898876404494382,,Normal Fat
1323,lamb brain cooked,9.0,167.8,43.5,0.0,503,6.4,3.6,0.0,0.20689655172413793,,Normal Fat
1324,pork heart cooked,1.9,63.745,34.2,0.0,215,1.7,1.9,0.6,0.055555555555555546,,Normal Fat
1325,lamb kidneys cooked,3.1,180.4,60.3,0.0,349,2.0,1.7,2.5,0.05140961857379768,,Normal Fat
1326,beef lungs cooked,3.8,221.858,61.8,0.0,364,2.9,1.5,0.0,0.061488673139158574,,Normal Fat
1327,veal pancreas cooked,12.0,168.1,69.8,0.0,614,12.1,6.5,0.0,0.17191977077363899,,High Fat
1328,pork liver cooked,5.0,322.4,92.1,0.0,584,2.2,3.7,13.3,0.05428881650380022,,Normal Fat
1329,beef kidneys cooked,0.3,16.0,7.7,0.0,45,0.2,0.2,0.0,0.03896103896103896,,Normal Fat
1330,turkey giblets cooked,1.6,32.643,25.1,0.0,164,1.0,1.5,0.0,0.06374501992031872,,Normal Fat
1331,duck liver raw,0.6,37.3,8.2,0.0,60,0.3,0.3,1.6,0.07317073170731708,,Normal Fat
1332,veal liver cooked,1.6,43.638,22.7,0.0,154,0.9,0.9,3.0,0.07048458149779736,,Normal Fat
1333,pork lungs cooked,3.3,156.0,49.8,0.0,297,2.1,1.1,0.0,0.06626506024096386,,Normal Fat
1334,veal lungs cooked,2.7,197.9,56.2,0.0,312,2.0,1.1,0.0,0.04804270462633452,,Normal Fat
1335,beef thymus cooked,32.8,337.3,83.2,0.0,1215,32.9,17.8,0.0,0.39423076923076916,,High Fat
1336,ham,0.1,16.6,4.6,0.4,46,1.2,0.2,1.0,0.02173913043478261,0.25,Normal Fat
1337,pork meat cooked,4.4,39.657,14.1,0.0,283,6.8,2.1,0.0,0.3120567375886525,,Normal Fat
1338,bacon roasted,1.1,6.516,3.0,0.0,43,1.5,0.4,0.1,0.3666666666666667,,Normal Fat
1339,pork top loin roasts raw,35.1,816.574,468.4,0.0,3644,40.8,14.3,0.0,0.07493595217762597,,High Fat
1340,pork blade roll raw,2.2,13.143,4.7,0.0,76,2.8,0.7,0.0,0.46808510638297873,,Normal Fat
1341,pork backribs raw,61.9,719.224,204.2,0.0,2399,73.5,28.7,0.0,0.3031341821743389,,High Fat
1342,pork spareribs cooked,19.7,191.598,51.4,0.0,703,23.9,4.8,0.0,0.38326848249027234,,High Fat
1343,pork stomach cooked,0.8,12.779,6.1,0.0,44,0.6,0.2,0.029,0.13114754098360656,,Normal Fat
1344,honey smoked ham cooked,0.6,19.0,9.9,0.0,67,0.9,0.2,4.0,0.0606060606060606,,Normal Fat
1345,boston butt steak raw,19.7,212.848,79.0,0.0,844,23.6,7.2,0.0,0.24936708860759493,,High Fat
1346,pork sirloin chops cooked,1.5,28.239,23.3,0.0,140,1.8,0.8,0.0,0.06437768240343347,,Normal Fat
1347,pork country style ribs raw,3.0,69.223,24.8,0.0,242,3.5,1.2,0.0,0.12096774193548386,,Normal Fat
1348,ham patties,6.6,33.6,8.3,0.0,205,8.6,2.0,1.1,0.7951807228915662,,Normal Fat
1349,pork feet cooked,1.2,11.0,6.2,0.0,67,2.3,0.4,0.0,0.1935483870967742,,Normal Fat
1350,ground pork cooked,24.2,220.513,80.4,0.0,930,29.0,5.9,0.0,0.30099502487562185,,High Fat
1351,pork centre loin chops cooked,5.5,59.0,40.2,0.0,328,6.6,2.1,0.0,0.13681592039800994,,Normal Fat
1352,pork leg cap steak cooked,2.6,77.6,53.5,0.0,307,3.7,1.1,0.0,0.048598130841121495,,Normal Fat
1353,pork blade chops raw,5.2,152.089,55.8,0.0,376,6.1,2.1,0.0,0.0931899641577061,,Normal Fat
1354,pork tenderloin raw,6.0,157.3,104.3,0.0,606,6.8,2.8,0.0,0.05752636625119847,,Normal Fat
1355,pork sirloin chops raw,8.2,314.931,205.5,0.0,1090,9.9,3.7,0.0,0.03990267639902676,,Normal Fat
1356,pork leg cap steak raw,2.7,75.9,50.0,0.0,284,3.9,1.2,0.0,0.054000000000000006,,Normal Fat
1357,pork carcass raw,56.4,313.327,63.1,0.0,1706,72.3,17.2,0.0,0.8938193343898573,,High Fat
1358,pork splean cooked,3.2,234.0,84.3,0.0,446,2.6,0.7,0.0,0.03795966785290629,,Normal Fat
1359,chopped ham,1.0,10.9,4.6,0.0,50,1.4,0.4,1.2,0.2173913043478261,,Normal Fat
1360,pork centre loin chops raw,6.0,98.301,41.2,0.0,338,7.1,2.4,0.0,0.14563106796116504,,Normal Fat
1361,pork blade chops cooked,4.3,59.882,32.4,0.0,265,5.1,1.9,1.1,0.13271604938271606,,Normal Fat
1362,boston butt steak cooked,12.2,130.498,46.4,0.0,494,14.8,3.8,0.0,0.2629310344827586,,High Fat
1363,pork meat raw,6.2,25.261,2.6,0.0,179,7.9,3.7,0.0,2.3846153846153846,,Normal Fat
1364,pork top loin chops raw,4.5,66.684,39.9,0.0,287,5.5,1.6,0.0,0.11278195488721805,,Normal Fat
1365,pork blade steak braised,16.6,115.063,68.2,0.0,694,20.1,5.3,0.087,0.2434017595307918,,High Fat
1366,pork boston steaks cooked,10.1,135.049,43.2,0.0,438,12.5,2.5,0.0,0.23379629629629628,,High Fat
1367,bacon cooked,1.1,6.747,3.5,0.0,43,1.4,0.5,0.068,0.31428571428571433,,Normal Fat
1368,pickled pork hocks,0.9,14.146,5.4,0.0,48,1.5,0.3,0.0,0.16666666666666666,,Normal Fat
1369,pork boston roast cooked,18.3,188.948,60.5,0.0,705,21.7,4.6,0.0,0.30247933884297523,,High Fat
1370,canadian style bacon grilled,0.7,10.6,5.7,0.0,43,0.9,0.2,0.3,0.12280701754385964,,Normal Fat
1371,ham steak,0.8,34.8,11.1,0.0,70,1.1,0.3,0.0,0.07207207207207207,,Normal Fat
1372,pork backfat,146.1,425.932,13.2,0.0,3683,190.3,46.9,0.0,11.068181818181818,,High Fat
1373,bacon baked,1.1,6.673,2.9,0.0,44,1.5,0.4,0.1,0.37931034482758624,,Normal Fat
1374,pork arm picnic raw,113.6,1202.1,513.6,0.0,5298,147.3,67.9,0.0,0.22118380062305293,,High Fat
1375,salt pork raw,8.3,26.0,1.4,0.0,212,10.7,2.7,0.0,5.92857142857143,,Normal Fat
1376,pork arm picnic cooked,109.3,1264.074,560.3,0.0,5292,139.0,62.7,0.0,0.19507406746385866,,High Fat
1377,pork top loin chops cooked,4.3,51.481,39.4,0.0,270,4.9,1.7,0.0,0.10913705583756345,,Normal Fat
1378,ground pork raw,9.8,67.15,21.1,0.0,329,11.8,2.4,0.0,0.46445497630331756,,Normal Fat
1379,pork shoulder raw,28.3,235.572,77.9,0.0,1070,36.3,8.7,0.0,0.3632862644415918,,High Fat
1380,pork chitterlings cooked,2.7,9.329,3.5,0.0,66,2.0,0.3,0.0,0.7714285714285715,,Normal Fat
1381,pork breakfast strips cooked,1.4,9.3,3.3,0.0,52,1.9,0.6,0.1,0.42424242424242425,,Normal Fat
1382,pork blade roll roasted,31.5,196.3,65.0,0.0,1079,41.5,9.4,1.4,0.4846153846153846,,High Fat
1383,pork tail cooked,34.2,186.0,46.8,0.0,1089,46.4,10.8,0.0,0.7307692307692308,,High Fat
1384,pork centre rib roasts raw,3.3,103.4,44.0,0.0,275,4.0,1.1,0.0,0.075,,Normal Fat
1385,pork centre rib roasts roasted,42.6,331.5,211.3,0.0,1942,48.4,19.4,0.0,0.2016090866067203,,High Fat
1386,minced ham,1.5,10.4,3.4,0.0,55,2.0,0.5,0.4,0.4411764705882353,,Normal Fat
1387,ham roasted,7.1,83.3,28.7,0.0,316,9.9,2.5,0.6,0.24738675958188153,,Normal Fat
1388,pork loin raw,5.1,60.563,23.1,0.0,232,6.6,1.6,0.0,0.22077922077922074,,Normal Fat
1389,pork backribs roasted,68.5,397.1,202.0,0.0,2564,81.6,31.0,0.0,0.33910891089108913,,High Fat
1390,pork belly raw,87.7,309.486,42.4,0.0,2350,112.0,25.6,0.0,2.0683962264150946,,High Fat
1391,ham raw,6.0,51.697,23.8,0.0,266,8.7,2.1,0.046,0.25210084033613445,,Normal Fat
1392,ham extra lean,0.8,10.3,5.1,0.0,45,1.1,0.3,0.6,0.15686274509803924,,Normal Fat
1393,pork feet pickled,13.4,245.019,52.8,0.0,635,25.8,3.6,0.029,0.2537878787878788,,High Fat
1394,pork shoulder cooked,10.6,95.226,31.4,0.0,394,12.8,2.8,0.0,0.3375796178343949,,High Fat
1395,pork top loin roasts roasted,24.1,306.4,224.3,0.0,1628,29.8,8.5,0.0,0.10744538564422648,,High Fat
1396,pork skin,3.2,35.03,17.3,0.0,154,4.2,1.0,0.0,0.18497109826589594,,Normal Fat
1397,pork country style ribs cooked,5.4,68.402,22.8,0.0,235,6.6,1.8,0.0,0.2368421052631579,,Normal Fat
1398,pork blade steak raw,15.4,174.7,67.6,0.0,664,18.4,5.6,0.6,0.227810650887574,,High Fat
1399,pork tenderloin cooked,2.2,34.679,22.7,0.0,153,2.5,0.6,0.0,0.09691629955947138,,Normal Fat
1400,pork loin cooked,4.5,56.575,24.2,0.0,213,5.4,1.0,0.0,0.18595041322314051,,Normal Fat
1401,pork ears cooked,4.3,51.6,17.7,0.0,184,5.5,1.3,0.2,0.24293785310734464,,Normal Fat
1402,pork tongue cooked,14.9,158.0,55.7,0.0,626,20.2,4.5,0.0,0.26750448833034113,,High Fat
1403,pork spareribs raw,97.7,710.5,200.6,0.0,3593,110.8,51.3,0.0,0.48703888334995016,,High Fat
1404,ham patties grilled,6.7,33.9,8.0,0.0,205,8.8,2.0,1.0,0.8375,,Normal Fat
